id_cliente,edad,ocupacion,estado_civil,educacion,incumplimiento_credito,credito_vivienda,prestamo_personal
CLI006179,32,admin.,single,professional.course,No,Sí,Sí
CLI006180,42,blue-collar,married,professional.course,No,Sí,No
CLI006181,37,technician,married,professional.course,No,No,No
CLI006182,42,admin.,married,university.degree,No,Sí,No
CLI006183,32,technician,single,university.degree,No,No,No
CLI006184,47,entrepreneur,married,professional.course,Desconocido,Sí,No
CLI006185,47,blue-collar,married,basic.4y,No,No,No
CLI006186,58,retired,married,basic.9y,No,No,No
CLI006187,49,services,divorced,basic.9y,No,Sí,No
CLI006188,46,admin.,married,university.degree,No,Sí,No
CLI006189,25,admin.,single,university.degree,No,No,No
CLI006190,36,blue-collar,married,basic.9y,No,Sí,No
CLI006191,46,technician,single,professional.course,No,No,No
CLI006192,40,technician,married,professional.course,Desconocido,Sí,No
CLI006193,56,management,divorced,university.degree,No,Sí,No
CLI006194,44,admin.,single,university.degree,No,No,No
CLI006195,28,blue-collar,single,basic.9y,No,No,No
CLI006196,35,admin.,married,high.school,No,Sí,No
CLI006197,52,blue-collar,married,basic.9y,No,No,No
CLI006198,41,blue-collar,married,basic.4y,No,No,No
CLI006199,30,technician,single,university.degree,Desconocido,Sí,No
CLI006200,30,technician,single,professional.course,No,Sí,No
CLI006201,50,management,divorced,university.degree,Desconocido,No,No
CLI006202,54,admin.,married,Desconocido,No,Sí,No
CLI006203,27,blue-collar,married,basic.9y,Desconocido,Sí,Sí
CLI006204,41,blue-collar,divorced,basic.9y,No,No,No
CLI006205,44,technician,divorced,professional.course,No,Sí,No
CLI006206,44,blue-collar,single,basic.4y,No,No,No
CLI006207,28,technician,married,basic.9y,No,No,No
CLI006208,27,student,single,high.school,No,Sí,No
CLI006209,33,housemaid,married,basic.4y,No,No,No
CLI006210,34,services,married,high.school,Desconocido,No,No
CLI006211,31,blue-collar,divorced,basic.9y,No,,No
CLI006212,50,services,divorced,professional.course,No,Sí,No
CLI006213,50,technician,married,high.school,No,Sí,No
CLI006214,36,services,married,high.school,No,Sí,No
CLI006215,34,management,married,university.degree,No,No,No
CLI006216,40,self-employed,married,professional.course,No,No,No
CLI006217,28,technician,single,professional.course,No,Sí,No
CLI006218,35,self-employed,married,university.degree,No,Sí,No
CLI006219,31,admin.,single,basic.9y,Desconocido,Sí,Sí
CLI006220,44,admin.,single,professional.course,No,Sí,No
CLI006221,54,blue-collar,married,basic.9y,Desconocido,Sí,No
CLI006222,30,blue-collar,married,basic.6y,No,Sí,Sí
CLI006223,58,retired,divorced,professional.course,No,Sí,No
CLI006224,37,services,married,high.school,No,Sí,Sí
CLI006225,42,management,married,high.school,No,No,No
CLI006226,43,blue-collar,married,basic.6y,No,No,No
CLI006227,49,blue-collar,married,basic.4y,No,No,No
CLI006228,45,admin.,married,university.degree,No,Sí,No
CLI006229,31,management,divorced,basic.6y,No,No,No
CLI006230,39,admin.,married,high.school,No,Sí,No
CLI006231,32,admin.,single,university.degree,No,No,No
CLI006232,46,admin.,married,Desconocido,No,No,No
CLI006233,40,technician,divorced,university.degree,No,Sí,No
CLI006234,46,services,married,Desconocido,No,No,No
CLI006235,38,blue-collar,single,high.school,No,Sí,No
CLI006236,44,management,single,high.school,No,No,No
CLI006237,33,technician,married,professional.course,No,Sí,No
CLI006238,29,admin.,married,high.school,No,Sí,No
CLI006239,45,self-employed,married,basic.4y,No,Sí,Sí
CLI006240,36,blue-collar,married,basic.4y,Desconocido,Sí,No
CLI006241,48,technician,married,Desconocido,No,No,No
CLI006242,25,student,single,Desconocido,No,No,No
CLI006243,67,retired,married,university.degree,No,No,No
CLI006244,32,technician,single,university.degree,No,Sí,No
CLI006245,37,admin.,married,university.degree,No,Sí,No
CLI006246,35,services,single,professional.course,Desconocido,Sí,No
CLI006247,50,technician,single,university.degree,No,Sí,No
CLI006248,46,admin.,single,university.degree,No,No,No
CLI006249,46,services,married,high.school,Desconocido,No,No
CLI006250,57,services,divorced,basic.4y,No,No,No
CLI006251,57,management,married,university.degree,Desconocido,No,No
CLI006252,64,retired,married,basic.4y,No,Sí,No
CLI006253,39,blue-collar,single,basic.9y,No,Sí,No
CLI006254,32,admin.,single,university.degree,No,No,No
CLI006255,35,blue-collar,married,basic.4y,Desconocido,Sí,No
CLI006256,39,blue-collar,married,,Desconocido,No,No
CLI006257,33,unemployed,single,university.degree,No,,Sí
CLI006258,33,technician,married,university.degree,No,No,No
CLI006259,45,technician,married,professional.course,No,No,No
CLI006260,45,blue-collar,married,basic.4y,Desconocido,Sí,Sí
CLI006261,36,entrepreneur,married,university.degree,No,Sí,No
CLI006262,26,admin.,single,high.school,No,No,No
CLI006263,41,technician,single,university.degree,Desconocido,Sí,Sí
CLI006264,37,management,married,university.degree,Desconocido,No,No
CLI006265,34,blue-collar,married,basic.4y,Desconocido,,No
CLI006266,33,blue-collar,single,basic.9y,No,Sí,No
CLI006267,48,admin.,married,professional.course,No,No,No
CLI006268,49,admin.,Desconocido,university.degree,No,Sí,No
CLI006269,50,retired,married,basic.4y,No,No,No
CLI006270,26,student,single,university.degree,No,No,Sí
CLI006271,30,admin.,married,university.degree,No,No,No
CLI006272,55,blue-collar,married,professional.course,Desconocido,Sí,Sí
CLI006273,24,admin.,married,high.school,No,Sí,No
CLI006274,45,self-employed,divorced,university.degree,No,Sí,Sí
CLI006275,34,technician,married,high.school,Desconocido,Sí,
CLI006276,38,technician,single,high.school,No,Sí,No
CLI006277,30,unemployed,married,high.school,No,Sí,Sí
CLI006278,26,admin.,married,high.school,Desconocido,No,No
CLI006279,42,blue-collar,married,basic.6y,No,Sí,No
CLI006280,49,unemployed,married,high.school,Desconocido,Sí,No
CLI006281,33,services,married,high.school,Desconocido,Sí,No
CLI006282,56,management,married,university.degree,No,Sí,No
CLI006283,33,entrepreneur,married,high.school,No,Sí,No
CLI006284,41,management,married,Desconocido,No,Sí,No
CLI006285,47,admin.,divorced,high.school,No,Sí,No
CLI006286,34,admin.,single,high.school,No,Desconocido,Desconocido
CLI006287,33,admin.,married,university.degree,No,Sí,No
CLI006288,57,blue-collar,married,basic.9y,No,Sí,No
CLI006289,35,unemployed,married,basic.9y,Desconocido,No,No
CLI006290,56,admin.,married,Desconocido,No,Sí,No
CLI006291,51,entrepreneur,married,professional.course,Desconocido,No,No
CLI006292,44,admin.,married,high.school,No,No,No
CLI006293,49,entrepreneur,married,university.degree,No,Sí,No
CLI006294,50,blue-collar,married,basic.4y,No,Sí,No
CLI006295,27,student,single,Desconocido,Desconocido,Sí,No
CLI006296,75,retired,married,basic.4y,No,Sí,No
CLI006297,35,admin.,single,high.school,No,Sí,Sí
CLI006298,39,blue-collar,single,basic.9y,No,Sí,Sí
CLI006299,27,blue-collar,married,basic.4y,No,Sí,No
CLI006300,33,management,married,high.school,No,Sí,No
CLI006301,43,technician,married,professional.course,No,No,No
CLI006302,21,blue-collar,single,,No,Sí,No
CLI006303,30,admin.,single,university.degree,No,No,No
CLI006304,37,admin.,married,university.degree,No,Sí,No
CLI006305,37,admin.,divorced,university.degree,No,No,No
CLI006306,28,services,married,high.school,No,No,No
CLI006307,59,retired,divorced,Desconocido,No,No,No
CLI006308,24,blue-collar,married,professional.course,No,No,No
CLI006309,34,services,married,high.school,No,,No
CLI006310,34,unemployed,single,professional.course,No,No,No
CLI006311,46,admin.,married,university.degree,No,Sí,Sí
CLI006312,28,blue-collar,married,professional.course,Desconocido,Sí,No
CLI006313,36,housemaid,single,basic.4y,Desconocido,No,No
CLI006314,27,admin.,single,university.degree,No,Sí,No
CLI006315,48,blue-collar,married,professional.course,No,Sí,No
CLI006316,40,blue-collar,married,basic.6y,Desconocido,Sí,No
CLI006317,57,admin.,married,basic.6y,Desconocido,Sí,No
CLI006318,36,admin.,married,university.degree,No,Sí,No
CLI006319,53,unemployed,married,basic.6y,Desconocido,Sí,No
CLI006320,41,management,married,university.degree,No,Sí,No
CLI006321,35,technician,married,university.degree,Desconocido,Sí,No
CLI006322,26,student,single,basic.9y,No,No,No
CLI006323,31,admin.,single,high.school,No,Sí,No
CLI006324,43,blue-collar,married,basic.4y,Desconocido,No,No
CLI006325,41,self-employed,married,high.school,No,Sí,No
CLI006326,45,blue-collar,married,basic.4y,Desconocido,No,No
CLI006327,30,admin.,married,university.degree,No,Sí,No
CLI006328,33,admin.,married,university.degree,No,Sí,No
CLI006329,34,blue-collar,married,basic.4y,No,Sí,No
CLI006330,32,admin.,single,university.degree,No,Desconocido,Desconocido
CLI006331,40,management,married,,No,Sí,No
CLI006332,38,blue-collar,married,,Desconocido,No,No
CLI006333,53,blue-collar,married,basic.9y,No,Sí,No
CLI006334,28,blue-collar,single,high.school,Desconocido,Sí,
CLI006335,46,admin.,single,high.school,No,No,No
CLI006336,46,blue-collar,married,basic.9y,Desconocido,No,No
CLI006337,42,blue-collar,single,basic.4y,No,Sí,Sí
CLI006338,34,technician,married,high.school,No,Sí,No
CLI006339,37,technician,divorced,professional.course,No,Sí,No
CLI006340,44,admin.,married,high.school,No,No,No
CLI006341,35,technician,married,professional.course,Desconocido,Sí,No
CLI006342,44,blue-collar,married,basic.4y,No,Sí,No
CLI006343,69,retired,divorced,professional.course,No,Sí,No
CLI006344,43,management,married,university.degree,No,Sí,No
CLI006345,34,admin.,married,university.degree,No,No,Sí
CLI006346,58,technician,married,professional.course,No,No,No
CLI006347,31,services,single,,Desconocido,No,No
CLI006348,43,admin.,married,high.school,No,No,No
CLI006349,37,management,married,university.degree,No,No,No
CLI006350,85,retired,married,,No,Sí,No
CLI006351,32,self-employed,married,university.degree,No,No,No
CLI006352,28,blue-collar,married,basic.9y,No,No,No
CLI006353,33,blue-collar,married,basic.9y,No,No,Sí
CLI006354,23,blue-collar,married,basic.6y,Desconocido,No,No
CLI006355,31,entrepreneur,single,basic.6y,Desconocido,Sí,Sí
CLI006356,35,technician,single,professional.course,No,No,No
CLI006357,40,entrepreneur,married,university.degree,Desconocido,No,No
CLI006358,35,admin.,married,high.school,No,Sí,No
CLI006359,42,blue-collar,married,basic.4y,No,Sí,No
CLI006360,45,management,married,university.degree,Desconocido,No,No
CLI006361,46,blue-collar,married,basic.9y,No,Sí,No
CLI006362,46,blue-collar,married,basic.9y,No,No,No
CLI006363,77,retired,divorced,Desconocido,No,Sí,No
CLI006364,32,student,single,university.degree,No,Sí,No
CLI006365,23,admin.,single,professional.course,No,No,Sí
CLI006366,39,unemployed,married,basic.9y,No,No,No
CLI006367,31,services,married,basic.9y,No,Sí,No
CLI006368,36,technician,married,professional.course,No,Sí,No
CLI006369,39,technician,married,university.degree,Desconocido,Desconocido,Desconocido
CLI006370,51,entrepreneur,married,basic.4y,Desconocido,Sí,No
CLI006371,27,blue-collar,single,basic.9y,No,Sí,No
CLI006372,35,technician,married,professional.course,No,Sí,No
CLI006373,54,blue-collar,married,basic.4y,Desconocido,No,No
CLI006374,41,admin.,single,Desconocido,No,Sí,Sí
CLI006375,35,technician,divorced,professional.course,No,Sí,No
CLI006376,36,services,single,high.school,No,No,No
CLI006377,53,admin.,married,high.school,Desconocido,No,No
CLI006378,45,blue-collar,married,basic.9y,No,Sí,No
CLI006379,37,blue-collar,married,basic.4y,No,Sí,No
CLI006380,36,management,married,high.school,Desconocido,Sí,No
CLI006381,36,admin.,married,university.degree,No,No,No
CLI006382,41,technician,married,professional.course,No,No,No
CLI006383,49,services,divorced,basic.9y,No,No,No
CLI006384,30,admin.,divorced,university.degree,Desconocido,Sí,No
CLI006385,32,admin.,single,high.school,No,No,No
CLI006386,35,admin.,married,high.school,No,Sí,Sí
CLI006387,53,services,married,high.school,No,Sí,No
CLI006388,39,admin.,single,high.school,No,No,No
CLI006389,37,blue-collar,divorced,basic.6y,No,No,No
CLI006390,21,student,single,high.school,No,No,No
CLI006391,31,services,single,high.school,No,No,Sí
CLI006392,32,blue-collar,married,basic.4y,No,No,
CLI006393,27,blue-collar,married,high.school,No,Desconocido,Desconocido
CLI006394,40,admin.,divorced,university.degree,Desconocido,No,No
CLI006395,33,blue-collar,married,basic.4y,No,No,No
CLI006396,25,admin.,single,university.degree,No,No,No
CLI006397,43,blue-collar,married,basic.6y,Desconocido,Sí,No
CLI006398,24,admin.,single,high.school,Desconocido,Sí,No
CLI006399,25,technician,single,professional.course,No,No,No
CLI006400,33,admin.,divorced,university.degree,No,Sí,No
CLI006401,34,admin.,married,university.degree,No,Sí,No
CLI006402,48,admin.,married,professional.course,No,Sí,No
CLI006403,41,blue-collar,divorced,high.school,Desconocido,Sí,No
CLI006404,28,admin.,single,university.degree,No,Sí,Sí
CLI006405,25,housemaid,single,basic.9y,No,No,No
CLI006406,39,management,married,university.degree,No,No,No
CLI006407,52,blue-collar,single,basic.9y,Desconocido,Sí,No
CLI006408,28,services,married,Desconocido,No,,No
CLI006409,34,admin.,single,university.degree,No,Sí,No
CLI006410,51,blue-collar,married,basic.9y,Desconocido,No,No
CLI006411,46,technician,single,university.degree,No,Sí,No
CLI006412,36,management,married,university.degree,No,No,Sí
CLI006413,53,management,married,basic.4y,No,Sí,No
CLI006414,36,admin.,married,high.school,No,Sí,No
CLI006415,41,blue-collar,married,basic.4y,Desconocido,No,No
CLI006416,41,technician,married,university.degree,No,No,No
CLI006417,46,management,married,basic.6y,Desconocido,No,No
CLI006418,32,blue-collar,married,basic.9y,No,Desconocido,Desconocido
CLI006419,32,services,single,high.school,No,No,No
CLI006420,24,student,single,basic.4y,No,No,No
CLI006421,42,self-employed,divorced,professional.course,No,Sí,No
CLI006422,40,admin.,single,high.school,No,Sí,No
CLI006423,44,blue-collar,married,professional.course,Desconocido,No,No
CLI006424,51,technician,married,professional.course,No,No,Sí
CLI006425,44,admin.,married,university.degree,No,Sí,No
CLI006426,42,self-employed,married,basic.6y,No,Sí,Sí
CLI006427,39,blue-collar,married,basic.6y,No,No,No
CLI006428,38,services,married,high.school,No,Sí,No
CLI006429,38,services,married,,No,Sí,No
CLI006430,36,technician,divorced,professional.course,No,Sí,No
CLI006431,28,technician,single,university.degree,No,Sí,Sí
CLI006432,32,admin.,single,Desconocido,No,Sí,Sí
CLI006433,49,technician,married,professional.course,No,Sí,Sí
CLI006434,67,retired,married,basic.6y,No,No,No
CLI006435,35,technician,married,university.degree,Desconocido,No,No
CLI006436,50,entrepreneur,married,university.degree,Desconocido,Sí,No
CLI006437,27,technician,single,university.degree,No,No,Sí
CLI006438,58,blue-collar,married,basic.6y,No,Sí,No
CLI006439,43,technician,single,professional.course,No,No,No
CLI006440,34,technician,married,basic.9y,No,Sí,No
CLI006441,52,blue-collar,married,basic.9y,No,Sí,No
CLI006442,45,admin.,married,high.school,No,Sí,No
CLI006443,47,technician,married,professional.course,No,No,No
CLI006444,46,technician,married,basic.9y,No,No,No
CLI006445,32,admin.,single,high.school,No,No,No
CLI006446,54,blue-collar,married,professional.course,No,No,No
CLI006447,33,technician,married,professional.course,No,Sí,No
CLI006448,35,services,married,high.school,No,Sí,No
CLI006449,46,services,married,high.school,No,No,No
CLI006450,52,admin.,divorced,university.degree,No,Sí,No
CLI006451,35,management,divorced,university.degree,No,No,No
CLI006452,31,blue-collar,single,professional.course,No,No,Sí
CLI006453,36,technician,married,high.school,No,Sí,No
CLI006454,30,technician,single,university.degree,Desconocido,Sí,No
CLI006455,45,admin.,married,university.degree,No,Sí,No
CLI006456,30,blue-collar,single,Desconocido,No,No,No
CLI006457,26,services,single,high.school,Desconocido,Sí,No
CLI006458,44,admin.,married,university.degree,No,Sí,No
CLI006459,38,management,married,university.degree,No,No,No
CLI006460,30,admin.,married,university.degree,No,Sí,No
CLI006461,37,admin.,single,high.school,No,Sí,Sí
CLI006462,20,blue-collar,single,high.school,No,,No
CLI006463,47,admin.,married,basic.9y,No,Sí,Sí
CLI006464,42,admin.,married,university.degree,No,No,
CLI006465,46,blue-collar,married,basic.9y,No,Sí,No
CLI006466,29,technician,married,university.degree,No,Sí,No
CLI006467,56,admin.,married,Desconocido,No,Sí,No
CLI006468,75,retired,divorced,basic.9y,No,No,No
CLI006469,53,management,divorced,professional.course,No,Sí,No
CLI006470,35,blue-collar,married,basic.9y,Desconocido,Sí,No
CLI006471,37,blue-collar,married,basic.6y,No,No,No
CLI006472,49,blue-collar,married,basic.9y,No,No,No
CLI006473,36,services,married,high.school,No,No,No
CLI006474,43,admin.,married,high.school,No,No,No
CLI006475,27,admin.,single,high.school,No,No,No
CLI006476,54,self-employed,married,professional.course,No,No,No
CLI006477,55,admin.,divorced,Desconocido,No,No,No
CLI006478,60,admin.,single,university.degree,No,No,No
CLI006479,21,services,single,high.school,No,No,No
CLI006480,55,admin.,married,basic.4y,No,No,No
CLI006481,41,admin.,married,university.degree,No,Sí,No
CLI006482,25,technician,single,professional.course,No,Desconocido,Desconocido
CLI006483,41,admin.,married,professional.course,Desconocido,Sí,No
CLI006484,55,management,single,Desconocido,No,No,Sí
CLI006485,38,blue-collar,single,basic.6y,No,No,No
CLI006486,35,technician,married,professional.course,No,Sí,No
CLI006487,36,admin.,single,professional.course,No,No,
CLI006488,29,admin.,single,university.degree,Desconocido,No,No
CLI006489,31,self-employed,single,university.degree,No,No,No
CLI006490,34,blue-collar,married,basic.6y,Desconocido,Sí,No
CLI006491,30,admin.,married,university.degree,No,No,No
CLI006492,39,management,divorced,university.degree,No,No,No
CLI006493,40,blue-collar,married,basic.6y,Desconocido,No,No
CLI006494,33,technician,married,professional.course,No,Sí,No
CLI006495,52,blue-collar,married,basic.4y,Desconocido,Sí,Sí
CLI006496,37,entrepreneur,married,university.degree,Desconocido,Sí,No
CLI006497,57,blue-collar,divorced,basic.9y,No,Sí,No
CLI006498,52,technician,married,professional.course,No,No,Sí
CLI006499,32,student,single,university.degree,No,Sí,No
CLI006500,50,unemployed,Desconocido,university.degree,No,No,No
CLI006501,42,blue-collar,married,basic.9y,Desconocido,No,No
CLI006502,31,services,single,high.school,No,Sí,No
CLI006503,38,admin.,divorced,high.school,No,No,No
CLI006504,41,technician,married,professional.course,No,Sí,No
CLI006505,34,admin.,divorced,university.degree,No,Sí,No
CLI006506,34,admin.,single,university.degree,No,Sí,No
CLI006507,50,blue-collar,divorced,basic.4y,No,No,No
CLI006508,25,services,single,basic.9y,No,Sí,No
CLI006509,45,unemployed,married,high.school,No,No,No
CLI006510,63,retired,married,high.school,No,No,No
CLI006511,41,technician,single,professional.course,No,No,No
CLI006512,23,blue-collar,single,basic.9y,No,No,No
CLI006513,32,services,single,high.school,No,No,No
CLI006514,47,self-employed,married,university.degree,No,No,No
CLI006515,34,technician,single,university.degree,No,No,No
CLI006516,50,technician,single,university.degree,No,Sí,No
CLI006517,59,housemaid,married,Desconocido,Desconocido,Sí,No
CLI006518,32,self-employed,married,professional.course,No,No,
CLI006519,45,technician,married,Desconocido,Desconocido,Sí,No
CLI006520,46,entrepreneur,married,university.degree,Desconocido,No,No
CLI006521,36,services,single,basic.6y,Desconocido,Sí,No
CLI006522,39,entrepreneur,married,high.school,No,No,No
CLI006523,32,Desconocido,Desconocido,university.degree,No,Sí,Sí
CLI006524,37,technician,married,basic.6y,Desconocido,No,No
CLI006525,34,technician,married,professional.course,No,Sí,No
CLI006526,26,technician,married,professional.course,No,Sí,No
CLI006527,34,technician,single,basic.9y,No,No,No
CLI006528,36,retired,married,Desconocido,No,No,No
CLI006529,29,student,single,high.school,No,No,No
CLI006530,35,technician,married,university.degree,No,Sí,Sí
CLI006531,33,admin.,single,university.degree,No,No,No
CLI006532,27,student,single,basic.9y,No,No,No
CLI006533,29,blue-collar,married,Desconocido,Desconocido,No,No
CLI006534,28,admin.,single,high.school,No,No,No
CLI006535,30,technician,married,high.school,No,No,No
CLI006536,34,blue-collar,married,basic.9y,No,No,Sí
CLI006537,34,technician,married,professional.course,No,Sí,Sí
CLI006538,45,blue-collar,married,illiterate,No,Sí,
CLI006539,41,admin.,married,high.school,No,Sí,No
CLI006540,51,blue-collar,married,basic.4y,Desconocido,Sí,Sí
CLI006541,54,blue-collar,married,basic.4y,No,Sí,Sí
CLI006542,29,blue-collar,married,basic.9y,No,Sí,No
CLI006543,29,blue-collar,single,,Desconocido,Sí,No
CLI006544,30,self-employed,single,university.degree,No,Sí,No
CLI006545,33,unemployed,married,high.school,No,Sí,Sí
CLI006546,33,admin.,married,high.school,No,Sí,No
CLI006547,31,admin.,married,university.degree,No,Sí,No
CLI006548,33,admin.,married,university.degree,No,No,No
CLI006549,40,technician,married,professional.course,No,Sí,Sí
CLI006550,35,admin.,single,high.school,No,Sí,Sí
CLI006551,32,unemployed,single,high.school,Desconocido,Sí,No
CLI006552,35,blue-collar,single,basic.6y,Desconocido,Sí,No
CLI006553,38,technician,single,basic.9y,No,Sí,No
CLI006554,53,blue-collar,married,high.school,No,Sí,No
CLI006555,56,admin.,married,university.degree,No,No,No
CLI006556,40,admin.,divorced,high.school,No,No,Sí
CLI006557,31,admin.,married,university.degree,No,No,Sí
CLI006558,33,services,divorced,high.school,No,No,No
CLI006559,49,entrepreneur,married,high.school,Desconocido,No,No
CLI006560,30,services,single,high.school,No,No,No
CLI006561,49,blue-collar,married,basic.4y,Desconocido,No,No
CLI006562,40,blue-collar,married,Desconocido,Desconocido,No,No
CLI006563,58,blue-collar,married,high.school,Desconocido,No,No
CLI006564,29,technician,single,university.degree,No,,No
CLI006565,38,admin.,single,university.degree,No,Sí,No
CLI006566,33,management,married,university.degree,No,No,No
CLI006567,25,blue-collar,married,basic.9y,Desconocido,Sí,No
CLI006568,42,technician,single,professional.course,No,Sí,No
CLI006569,34,entrepreneur,married,basic.4y,No,,No
CLI006570,48,blue-collar,married,basic.9y,No,Sí,No
CLI006571,55,retired,married,basic.9y,Desconocido,Sí,No
CLI006572,38,admin.,married,basic.9y,Desconocido,No,No
CLI006573,37,blue-collar,married,,No,No,No
CLI006574,39,technician,divorced,professional.course,No,No,No
CLI006575,46,admin.,married,high.school,Desconocido,Sí,No
CLI006576,57,admin.,married,university.degree,Desconocido,Sí,No
CLI006577,35,technician,married,high.school,No,No,No
CLI006578,40,services,married,high.school,Desconocido,Sí,No
CLI006579,38,admin.,married,university.degree,No,Sí,No
CLI006580,30,admin.,married,university.degree,Desconocido,Sí,No
CLI006581,45,services,married,high.school,Desconocido,Sí,Sí
CLI006582,45,admin.,divorced,university.degree,Desconocido,Desconocido,Desconocido
CLI006583,50,technician,married,professional.course,Desconocido,No,No
CLI006584,26,blue-collar,married,basic.9y,Desconocido,Sí,No
CLI006585,59,technician,married,university.degree,No,Sí,No
CLI006586,37,admin.,single,university.degree,No,Sí,Sí
CLI006587,58,technician,married,professional.course,No,No,No
CLI006588,57,management,married,university.degree,No,Sí,No
CLI006589,36,technician,married,high.school,No,Sí,No
CLI006590,52,retired,divorced,basic.4y,No,Sí,Sí
CLI006591,35,blue-collar,married,high.school,No,Sí,No
CLI006592,29,services,married,basic.9y,No,No,Sí
CLI006593,32,blue-collar,single,basic.9y,No,Sí,No
CLI006594,33,admin.,divorced,university.degree,No,No,Sí
CLI006595,34,blue-collar,married,basic.9y,No,No,No
CLI006596,31,blue-collar,married,basic.9y,No,Sí,No
CLI006597,34,housemaid,married,high.school,Desconocido,No,No
CLI006598,43,admin.,married,university.degree,No,Sí,Sí
CLI006599,36,technician,married,professional.course,No,No,No
CLI006600,24,student,married,university.degree,No,No,No
CLI006601,29,services,single,high.school,No,Sí,No
CLI006602,50,admin.,married,university.degree,No,Sí,No
CLI006603,46,services,married,basic.4y,Desconocido,No,No
CLI006604,35,admin.,married,university.degree,No,Sí,No
CLI006605,36,technician,single,professional.course,No,No,Sí
CLI006606,29,admin.,single,high.school,No,No,No
CLI006607,63,retired,married,Desconocido,No,No,No
CLI006608,46,blue-collar,married,basic.4y,No,Sí,No
CLI006609,31,management,married,university.degree,No,No,Sí
CLI006610,27,technician,single,basic.9y,No,No,Sí
CLI006611,30,student,single,high.school,No,Sí,No
CLI006612,32,admin.,single,university.degree,Desconocido,No,No
CLI006613,56,housemaid,married,basic.4y,Desconocido,No,No
CLI006614,36,management,married,university.degree,No,Sí,Sí
CLI006615,40,admin.,divorced,university.degree,No,No,No
CLI006616,47,blue-collar,married,basic.4y,No,Desconocido,Desconocido
CLI006617,50,services,married,basic.9y,No,Sí,Sí
CLI006618,38,entrepreneur,married,basic.6y,No,No,No
CLI006619,25,student,single,high.school,No,No,No
CLI006620,63,retired,married,university.degree,No,Sí,No
CLI006621,40,services,married,high.school,No,Sí,No
CLI006622,24,blue-collar,single,basic.4y,No,No,No
CLI006623,33,admin.,single,university.degree,No,Sí,No
CLI006624,45,blue-collar,married,basic.6y,Desconocido,Sí,No
CLI006625,43,housemaid,married,basic.4y,Desconocido,No,No
CLI006626,37,technician,divorced,professional.course,No,Desconocido,Desconocido
CLI006627,32,technician,divorced,professional.course,No,Sí,No
CLI006628,24,services,single,high.school,No,No,No
CLI006629,36,technician,single,professional.course,No,No,No
CLI006630,41,admin.,single,high.school,No,No,No
CLI006631,47,services,married,high.school,Desconocido,No,No
CLI006632,36,admin.,single,high.school,No,Sí,No
CLI006633,33,management,married,university.degree,No,Sí,No
CLI006634,43,blue-collar,married,basic.9y,Desconocido,Sí,No
CLI006635,30,admin.,married,high.school,No,No,No
CLI006636,29,admin.,single,high.school,No,No,No
CLI006637,32,services,single,basic.9y,No,Sí,No
CLI006638,26,services,single,high.school,No,No,No
CLI006639,31,services,married,high.school,No,Sí,No
CLI006640,31,services,married,university.degree,No,Sí,No
CLI006641,25,services,single,high.school,No,Sí,
CLI006642,53,management,married,Desconocido,Desconocido,Sí,No
CLI006643,31,admin.,single,university.degree,No,No,
CLI006644,35,Desconocido,married,basic.9y,No,Sí,Sí
CLI006645,47,blue-collar,married,basic.9y,No,Sí,No
CLI006646,31,admin.,single,high.school,No,No,No
CLI006647,61,retired,married,basic.9y,No,No,Sí
CLI006648,32,admin.,single,university.degree,No,No,No
CLI006649,30,technician,divorced,university.degree,No,No,No
CLI006650,19,student,single,high.school,Desconocido,No,Sí
CLI006651,48,blue-collar,married,basic.9y,Desconocido,Sí,No
CLI006652,30,technician,single,professional.course,No,Sí,No
CLI006653,52,management,married,university.degree,No,No,No
CLI006654,26,services,married,high.school,No,Sí,No
CLI006655,35,admin.,single,university.degree,No,Sí,No
CLI006656,21,student,single,high.school,No,Sí,No
CLI006657,28,admin.,single,university.degree,No,Sí,No
CLI006658,34,management,married,university.degree,No,No,No
CLI006659,49,management,married,university.degree,No,Sí,No
CLI006660,46,entrepreneur,single,professional.course,No,Sí,No
CLI006661,57,blue-collar,divorced,basic.6y,Desconocido,Sí,No
CLI006662,36,services,married,high.school,No,Sí,Sí
CLI006663,38,admin.,married,high.school,No,Sí,No
CLI006664,51,blue-collar,married,basic.9y,No,Sí,No
CLI006665,35,admin.,married,university.degree,No,Sí,
CLI006666,38,admin.,single,high.school,No,No,No
CLI006667,47,admin.,married,basic.9y,No,No,No
CLI006668,47,blue-collar,married,basic.4y,No,No,No
CLI006669,42,blue-collar,married,basic.4y,Desconocido,No,No
CLI006670,32,admin.,married,university.degree,No,No,No
CLI006671,30,blue-collar,married,basic.6y,No,No,No
CLI006672,35,technician,married,university.degree,No,Sí,No
CLI006673,37,admin.,married,university.degree,No,Sí,No
CLI006674,50,admin.,married,basic.6y,No,No,No
CLI006675,52,management,married,Desconocido,Desconocido,Sí,No
CLI006676,32,services,married,high.school,No,No,No
CLI006677,35,self-employed,married,university.degree,No,No,No
CLI006678,35,services,married,basic.9y,No,Sí,No
CLI006679,36,admin.,married,university.degree,No,No,No
CLI006680,34,management,married,university.degree,No,Sí,No
CLI006681,49,blue-collar,married,high.school,Desconocido,Sí,No
CLI006682,37,admin.,married,university.degree,No,No,No
CLI006683,45,management,married,university.degree,No,No,No
CLI006684,50,management,married,basic.4y,Desconocido,No,No
